lake_id,lake_name,region,latitude,longitude,elevation_m,lake_area_km2,glacier_retreat_m_per_yr,distance_from_glacier_m,slope_deg,rainfall_mm,temperature_c,snowfall_mm,earthquake_magnitude,glof_risk,lake_type
GL0684,East Glacier Tso 486,Ladakh,35.0315,77.906,4626.4,0.222,14.5,431.1,23.6,1631.8,-2.17,122.4,5.38,1,synthetic
GL0685,Outer Valley Tso 638,Ladakh,32.5635,78.3563,4617.4,0.296,17.97,647.9,16.4,1396.3,-0.02,1535.4,4.16,0,synthetic
GL0686,Inner Col Sar 755,Jammu & Kashmir,32.8514,75.1865,5143.3,0.459,7.94,1129.6,10.4,2970.9,-3.56,1061.0,3.13,0,synthetic
GL0687,West Hollow Tal 723,Uttarakhand,29.9305,79.2433,4945.3,0.678,0.0,50.0,13.0,3370.4,5.14,1074.4,3.46,1,synthetic
GL0688,Inner Cirque Tso 364,Ladakh,34.8221,76.8441,4267.8,0.041,1.81,1108.2,38.1,2572.2,-1.82,1084.0,3.23,0,synthetic
GL0689,Outer Spur Tso 669,Ladakh,35.1357,77.7244,5780.1,0.17,0.0,578.8,23.9,2643.5,-1.12,1777.9,4.58,0,synthetic
GL0690,East Glacier Lake 689,Arunachal Pradesh,27.9206,94.7299,3684.8,0.096,6.01,606.6,20.5,1693.7,-1.23,1604.0,5.57,0,synthetic
GL0691,Lower Basin Tso 639,Sikkim,27.4337,88.1751,4661.3,0.187,28.59,1061.5,8.5,2009.5,-0.79,1046.2,5.89,0,synthetic
GL0692,West Basin Tso 451,Ladakh,33.0412,79.1537,3525.3,0.941,13.91,616.6,33.5,3154.3,-1.53,1073.2,5.17,1,synthetic
GL0693,Far Ridge Tal 404,Uttarakhand,31.0388,78.1087,5916.2,0.114,17.86,176.1,16.3,2309.2,-10.0,2505.6,4.45,0,synthetic
GL0694,East Moraine Tal 122,Himachal Pradesh,32.431,77.3633,4365.2,0.069,12.73,190.1,19.0,1847.4,3.67,1553.3,2.95,0,synthetic
GL0695,West Hollow Tal 030,Himachal Pradesh,32.4228,76.5042,5028.9,0.404,2.51,837.3,16.8,909.9,1.75,997.5,3.57,0,synthetic
GL0696,South Plateau Tso 425,Ladakh,34.0275,76.9762,3988.7,0.104,1.99,50.0,25.2,2288.5,-1.22,100.0,5.64,0,synthetic
GL0697,Lower Ridge Tso 206,Ladakh,34.2576,76.8049,4103.2,0.679,6.34,712.1,6.5,1681.1,-3.87,1749.3,4.64,0,synthetic
GL0698,High Hollow Tso 546,Sikkim,27.6705,88.7932,3734.8,0.114,21.75,1085.1,16.7,1205.1,-6.27,1729.9,2.99,0,synthetic
GL0699,Outer Plateau Tso 557,Ladakh,33.4104,77.3684,4958.9,0.267,18.81,402.5,3.0,2009.3,-0.33,1638.1,3.84,0,synthetic
GL0700,Lower Basin Tso 465,Ladakh,33.4106,77.3758,4754.5,0.124,16.15,117.3,3.1,2632.6,-3.16,881.5,3.12,0,synthetic
GL0701,Upper Spur Tso 447,Sikkim,27.3532,88.486,3588.8,0.564,0.95,855.9,36.7,3065.6,-6.77,1031.6,4.34,0,synthetic
GL0702,North Valley Tal 251,Himachal Pradesh,31.5024,76.7752,5647.9,0.558,0.72,845.3,25.7,2571.7,1.25,1481.6,3.94,0,synthetic
GL0703,West Glacier Tal 026,Uttarakhand,29.7196,78.4977,3894.0,0.4,27.0,70.7,16.9,3062.9,-4.1,888.9,4.16,1,synthetic
GL0704,High Hollow Sar 300,Jammu & Kashmir,34.0237,76.2057,4284.7,0.048,28.41,1355.6,14.7,2289.7,2.42,1066.6,4.69,0,synthetic
GL0705,West Hollow Lake 267,Arunachal Pradesh,28.6702,94.0015,5282.2,0.062,12.95,50.0,8.5,2645.5,-1.67,1140.4,3.4,0,synthetic
GL0706,Lower Valley Tal 627,Uttarakhand,29.9949,79.8412,4800.4,0.331,0.0,703.6,21.3,2934.4,-3.79,179.0,3.2,0,synthetic
GL0707,High Plateau Tso 645,Sikkim,27.2929,88.2303,4890.5,0.534,3.9,50.0,17.4,2625.0,-7.14,939.6,4.46,0,synthetic
GL0708,Outer Cirque Sar 613,Jammu & Kashmir,33.8557,75.7251,4923.9,0.222,0.0,50.0,2.5,2501.7,-5.53,1450.0,4.11,0,synthetic
GL0709,West Moraine Tal 384,Uttarakhand,29.5278,79.5285,5034.3,0.509,25.79,879.1,16.5,1409.0,-1.99,812.4,4.39,0,synthetic
GL0710,High Plateau Tal 098,Uttarakhand,31.2812,79.1047,3587.9,0.433,0.0,1531.2,23.4,1981.4,0.51,595.1,4.95,0,synthetic
GL0711,Upper Glacier Tal 734,Himachal Pradesh,30.8138,77.5802,5714.0,0.1,28.45,396.4,33.5,719.3,-1.03,,3.29,0,synthetic
GL0712,Lower Basin Sar 515,Jammu & Kashmir,34.3551,75.1521,4170.2,0.097,16.77,419.5,5.9,2536.5,-3.47,1096.8,3.63,0,synthetic
GL0713,Far Cirque Tso 038,Sikkim,27.596,88.2814,4733.2,0.124,0.0,186.9,20.2,1983.5,-2.39,1220.4,4.16,0,synthetic
GL0714,East Ridge Tal 194,Uttarakhand,28.8257,79.9602,4896.7,0.305,27.95,50.0,23.7,2315.5,1.13,1736.0,3.44,1,synthetic
GL0715,South Moraine Tal 720,Himachal Pradesh,31.5999,77.3373,5544.9,0.468,11.94,1018.8,19.3,1727.6,-3.98,1505.1,3.93,1,synthetic
GL0716,High Spur Tal 622,Himachal Pradesh,32.1606,77.519,5023.0,0.595,0.0,50.0,22.6,2790.2,-2.06,1585.1,4.43,1,synthetic
GL0717,Outer Col Tal 012,Uttarakhand,30.5334,78.5347,5421.6,0.728,9.01,50.0,9.3,1628.6,5.95,889.3,4.67,0,synthetic
GL0718,South Ridge Tso 393,Ladakh,32.546,78.8392,5722.0,0.101,15.79,685.2,26.4,2355.5,0.11,1460.1,,1,synthetic
GL0719,North Col Lake 074,Arunachal Pradesh,28.8027,95.9179,4701.5,0.069,32.66,674.9,21.7,2176.9,0.06,1223.2,5.16,1,synthetic
GL0720,North Valley Lake 121,Arunachal Pradesh,27.1308,93.4941,3725.0,0.067,7.05,1561.5,28.1,2163.4,-4.79,1035.4,4.06,0,synthetic
GL0721,Outer Ridge Tso 406,Ladakh,33.8139,77.3975,5367.1,0.466,4.06,236.0,30.4,2832.3,-1.4,1078.7,4.9,1,synthetic
GL0722,Outer Glacier Tal 688,Uttarakhand,29.5,79.8158,5868.2,0.045,2.49,50.0,9.9,3080.3,5.7,1417.3,3.49,0,synthetic
GL0723,Far Basin Sar 277,Jammu & Kashmir,32.8358,75.7372,4287.2,0.58,19.22,1149.6,21.6,2235.6,2.7,1534.9,4.05,0,synthetic
GL0724,Inner Valley Tso 114,Sikkim,27.3608,88.7438,4136.8,0.295,6.86,866.1,44.2,945.0,-0.37,919.9,4.46,0,synthetic
GL0725,East Col Lake 024,Arunachal Pradesh,28.3227,96.2461,5487.8,0.099,15.39,50.0,12.0,2302.8,2.54,1604.4,2.17,0,synthetic
GL0726,South Spur Sar 507,Jammu & Kashmir,33.9393,75.3916,4015.2,0.284,37.05,455.2,27.9,1487.6,-0.03,129.2,3.1,1,synthetic
GL0727,Outer Basin Tal 010,Himachal Pradesh,32.0718,75.9322,5812.8,0.185,0.0,917.6,16.0,1144.0,-5.05,1456.8,4.67,0,synthetic
GL0728,South Plateau Tal 765,Himachal Pradesh,31.4512,78.2061,3691.7,1.386,34.03,1026.0,15.9,1444.8,-3.8,2271.3,3.45,1,synthetic
GL0729,Far Ridge Lake 210,Arunachal Pradesh,28.3903,95.6896,3960.8,0.258,14.63,308.0,19.1,2306.7,-4.24,1237.5,3.51,0,synthetic
GL0730,Upper Valley Tso 776,Ladakh,34.2285,77.4216,5121.9,0.111,20.21,446.3,11.5,2134.6,-0.13,875.7,3.81,1,synthetic
GL0731,West Hollow Tso 472,Ladakh,33.1656,77.018,4272.4,0.081,35.82,1373.3,26.0,1847.9,-2.55,1991.2,3.72,0,synthetic
GL0732,North Basin Sar 347,Jammu & Kashmir,33.8301,75.1995,5739.3,0.048,14.38,740.6,26.8,1880.6,1.4,1393.6,2.95,0,synthetic
GL0733,Inner Basin Tal 652,Uttarakhand,30.4587,77.8239,5136.1,0.198,0.04,793.7,13.4,1868.9,-3.49,2779.5,3.47,0,synthetic
GL0734,Upper Moraine Tal 215,Himachal Pradesh,32.2693,78.0095,5081.1,0.112,9.09,700.4,14.6,2415.4,0.33,1744.5,5.14,0,synthetic
GL0735,Outer Basin Sar 083,Jammu & Kashmir,33.9092,76.2113,5725.7,1.261,27.09,471.7,24.8,3357.0,5.36,686.0,3.26,1,synthetic
GL0736,Outer Spur Lake 142,Arunachal Pradesh,28.0724,93.0636,4620.6,0.48,0.0,702.7,13.7,2950.4,-3.23,1629.7,3.68,0,synthetic
GL0737,High Ridge Tal 761,Uttarakhand,30.3376,80.424,5709.2,0.037,10.52,785.8,33.7,2469.1,2.44,695.4,3.9,0,synthetic
GL0738,South Cirque Tso 308,Ladakh,34.4103,78.0188,4094.6,0.654,0.0,50.0,16.8,1792.9,-6.14,2272.4,4.25,0,synthetic
GL0739,Inner Plateau Tal 439,Himachal Pradesh,32.9055,76.2722,4353.1,0.155,20.73,439.0,12.2,2133.5,-5.51,1514.4,4.91,0,synthetic
GL0740,Lower Plateau Tal 513,Uttarakhand,30.3245,79.7113,4862.9,0.173,2.55,1173.4,18.6,3721.1,-2.78,,3.87,0,synthetic
GL0741,North Cirque Tso 270,Sikkim,27.6693,88.2047,5571.6,0.237,11.18,515.2,5.6,2042.8,-0.46,2225.2,4.07,0,synthetic
GL0742,Outer Col Tal 574,Himachal Pradesh,31.956,77.4247,5956.6,0.097,15.62,784.0,2.7,2423.2,-4.37,1939.8,3.72,0,synthetic
GL0743,North Col Sar 595,Jammu & Kashmir,34.1157,75.1123,4766.9,0.408,8.53,141.0,17.9,1813.0,3.93,1137.9,3.96,0,synthetic
GL0744,Outer Glacier Tal 340,Himachal Pradesh,30.8259,77.7356,5310.9,0.235,21.97,50.0,13.8,1663.0,3.64,1007.1,,1,synthetic
GL0745,Outer Col Tso 365,Ladakh,34.2801,78.1977,4338.6,0.252,14.28,2098.1,8.3,2248.8,0.66,1299.2,4.09,0,synthetic
GL0746,Lower Spur Tal 391,Himachal Pradesh,32.5934,76.2462,4864.1,0.447,8.05,50.0,32.6,3718.0,0.07,638.0,3.38,1,synthetic
GL0747,Outer Plateau Tal 695,Uttarakhand,30.9459,79.7367,5423.5,0.194,27.45,1229.9,27.8,1990.7,-8.99,1225.9,3.39,0,synthetic
GL0748,North Basin Tal 248,Uttarakhand,29.5063,79.0778,4753.0,0.526,6.27,620.2,15.2,1069.4,-4.72,2084.1,4.31,0,synthetic
GL0749,Upper Col Tso 063,Ladakh,34.7433,77.7406,4017.0,0.146,39.72,487.3,6.5,2145.4,-5.27,924.1,4.32,0,synthetic
GL0750,West Ridge Tso 186,Sikkim,27.9417,88.1671,4483.3,0.53,7.98,894.3,17.2,1469.9,-4.85,2023.5,3.87,0,synthetic
GL0751,Upper Moraine Sar 474,Jammu & Kashmir,34.0878,75.4928,4220.5,0.09,0.0,277.0,4.9,1695.2,1.11,1112.3,4.28,0,synthetic
GL0752,Outer Spur Lake 128,Arunachal Pradesh,28.45,94.6367,5832.3,0.925,22.73,160.2,24.1,2659.3,3.96,861.9,3.82,1,synthetic
GL0753,Outer Spur Tso 485,Ladakh,34.0211,78.581,5741.0,0.249,5.03,50.0,13.0,2333.9,-1.02,1899.8,5.56,0,synthetic
GL0754,Far Hollow Tal 541,Uttarakhand,29.714,79.3223,3852.5,0.472,0.0,439.3,32.6,1958.6,3.71,1624.5,3.13,0,synthetic
GL0755,North Col Sar 453,Jammu & Kashmir,33.7402,76.1739,4157.3,3.646,32.49,955.6,20.2,2206.4,-5.01,430.5,3.3,1,synthetic
GL0756,South Valley Tal 192,Himachal Pradesh,31.3935,77.7587,5229.7,0.152,10.55,147.6,16.5,3296.8,-5.93,715.2,2.96,0,synthetic
GL0757,Inner Basin Tal 303,Uttarakhand,29.9261,78.8047,5391.3,0.428,11.86,270.3,33.1,1977.7,-3.05,1848.1,3.42,0,synthetic
GL0758,East Cirque Sar 281,Jammu & Kashmir,33.9166,74.876,3890.6,0.146,1.51,820.0,28.8,1509.8,-0.51,782.9,3.76,0,synthetic
GL0759,South Spur Tso 180,Ladakh,32.9665,78.0146,5557.7,0.39,15.55,1264.1,33.1,2836.8,-4.8,1400.7,4.35,1,synthetic
GL0760,South Glacier Tal 103,Himachal Pradesh,32.1964,78.5053,5156.3,0.714,6.3,173.1,22.1,2742.6,-1.36,656.8,2.91,0,synthetic
GL0761,West Plateau Tal 174,Himachal Pradesh,32.2198,77.6984,3541.2,1.676,4.43,708.7,17.7,2034.8,-1.9,1353.6,4.68,1,synthetic
GL0762,East Basin Tso 143,Ladakh,34.4907,77.1134,5187.0,0.366,26.07,930.0,35.2,1603.8,-6.33,802.8,4.53,1,synthetic
GL0763,Upper Valley Tal 316,Himachal Pradesh,32.48,77.2766,4028.3,1.583,4.16,232.4,9.3,2310.3,-6.31,1060.7,2.28,1,synthetic
GL0764,Far Glacier Tso 694,Ladakh,34.1742,76.7721,4107.8,1.543,22.64,1830.7,11.0,953.8,-1.47,1162.3,4.52,0,synthetic
GL0765,East Basin Sar 035,Jammu & Kashmir,33.12,74.5312,4284.7,0.044,10.97,50.0,4.5,2986.5,1.63,940.3,2.8,0,synthetic
GL0766,Far Glacier Tal 435,Himachal Pradesh,32.8802,76.0198,4581.4,0.76,7.54,287.2,28.9,2746.0,-0.77,1680.6,3.77,1,synthetic
GL0767,Tsomgo Lake,Sikkim,27.3746,88.7628,3753.0,0.02,0.5,2000.0,3.0,1600.0,1.0,900.0,3.2,0,real
GL0768,Outer Valley Tal 241,Uttarakhand,30.7724,79.901,4745.9,0.058,14.52,50.0,1.0,2184.1,-2.75,747.1,4.05,0,synthetic
GL0769,Far Moraine Tso 066,Ladakh,33.8115,78.3635,4829.7,0.381,0.0,791.4,1.0,979.7,0.08,1538.8,3.07,0,synthetic
GL0770,Outer Col Tso 503,Ladakh,33.8559,78.5099,5742.8,0.498,7.57,955.1,9.8,1727.8,-3.35,764.0,4.81,0,synthetic
GL0771,North Hollow Tso 382,Ladakh,32.8143,78.5542,4409.6,0.06,18.78,56.7,27.2,1489.9,-3.86,1005.4,3.94,1,synthetic
GL0772,Inner Plateau Tso 423,Ladakh,34.9056,78.1174,3996.1,0.581,40.6,569.1,5.9,1225.9,1.22,1270.1,4.7,0,synthetic
GL0773,High Col Sar 059,Jammu & Kashmir,33.2288,76.4431,5718.9,0.311,19.39,2189.4,25.7,1640.3,1.89,1119.1,3.61,0,synthetic
GL0774,North Moraine Sar 158,Jammu & Kashmir,34.1879,76.3601,4715.1,0.766,0.81,766.0,20.2,2805.0,0.43,111.4,3.37,0,synthetic
GL0775,Lower Plateau Tal 721,Himachal Pradesh,32.3481,77.0524,5930.1,0.227,6.6,112.3,13.6,3250.9,-1.0,904.1,2.54,0,synthetic
GL0776,East Cirque Tal 545,Uttarakhand,29.1292,79.7648,3535.3,0.227,12.18,50.0,37.4,1957.0,0.59,1132.7,3.72,1,synthetic
GL0777,East Plateau Sar 357,Jammu & Kashmir,33.611,75.1431,4462.3,0.282,2.42,1000.9,9.2,1958.1,-2.53,1479.1,2.3,0,synthetic
GL0778,South Glacier Tal 336,Himachal Pradesh,32.3382,76.3372,4408.7,0.368,34.28,1202.8,21.3,1457.0,2.21,550.9,5.28,1,synthetic
GL0779,South Plateau Tal 575,Uttarakhand,30.0944,79.9334,4236.0,0.1,0.0,804.2,8.1,1385.0,1.43,1562.5,3.0,0,synthetic
GL0780,Inner Spur Tso 526,Ladakh,33.3465,78.29,3778.5,0.081,18.61,679.1,26.6,2013.5,1.27,1213.9,4.35,1,synthetic
GL0781,Outer Col Tso 389,Ladakh,32.7637,78.9498,4546.3,0.339,12.27,581.3,11.5,2496.6,-1.65,1383.2,4.29,0,synthetic
GL0782,Lower Col Tal 176,Uttarakhand,30.5855,79.698,4791.4,0.674,11.31,299.3,33.4,2240.5,1.32,1361.9,3.53,1,synthetic
GL0783,Inner Basin Tal 339,Uttarakhand,29.7898,78.9727,4189.4,0.269,26.69,369.0,6.0,3385.0,-3.62,1015.8,3.95,1,synthetic
GL0784,Inner Basin Tso 606,Sikkim,27.8061,88.8134,4727.0,1.231,28.52,540.7,16.2,300.0,-2.64,623.4,4.18,1,synthetic
GL0785,North Plateau Tal 202,Uttarakhand,30.3415,77.7697,4970.4,5.0,1.97,50.0,22.6,3094.1,-1.27,1586.1,2.53,1,synthetic
GL0786,South Plateau Tal 570,Uttarakhand,30.2773,78.1283,4387.0,0.075,13.54,580.5,15.8,2388.5,0.72,1496.1,3.86,0,synthetic
GL0787,Outer Basin Tal 493,Himachal Pradesh,32.2775,76.0423,3567.2,0.739,21.23,1480.4,22.7,3377.0,1.65,397.1,6.09,1,synthetic
GL0788,West Glacier Tso 528,Ladakh,32.5221,79.146,5641.5,0.377,0.0,502.0,9.2,1842.7,-2.91,1006.5,2.89,0,synthetic
GL0789,High Hollow Tso 187,Ladakh,34.3731,77.0221,4118.1,0.041,30.44,186.6,17.8,1719.2,-0.56,824.7,3.86,0,synthetic
GL0790,Far Moraine Lake 166,Arunachal Pradesh,28.1648,93.9917,3768.2,0.835,10.35,158.4,25.1,1384.6,-2.33,1242.6,5.27,1,synthetic
GL0081,East Hollow Tal 727,Uttarakhand,30.8025,78.5748,4935.7,0.775,15.01,1110.3,12.0,916.4,-3.85,896.9,3.49,0,synthetic
GL0347,High Spur Tal 062,Uttarakhand,28.983,79.474,5041.9,0.156,10.1,619.3,15.2,2782.1,-3.87,868.8,4.38,0,synthetic
GL0670,Lower Col Lake 488,Arunachal Pradesh,28.9264,94.9407,5639.5,1.363,8.29,376.5,7.0,1392.9,-0.09,743.8,4.59,0,synthetic
GL0264,Far Moraine Tso 212,Sikkim,27.5497,88.3555,3954.9,2.804,24.83,432.9,29.2,2547.0,5.38,526.1,3.79,1,synthetic
GL0594,East Spur Tal 431,Uttarakhand,30.6262,77.8695,4373.5,0.052,10.75,82.8,26.9,2286.3,-3.73,1336.3,3.62,0,synthetic
GL0086,Far Basin Tal 150,Himachal Pradesh,33.0536,76.4792,4909.7,0.133,6.67,128.7,26.4,1863.2,-1.05,1268.2,4.59,1,synthetic
